ID,Publisher,Time,Author,Title
974,Random House Publishing Group,12/30/08,Nancy Harmon Jenkins,The New Mediterranean Diet Cookbook: A Delicious Alternative for Lifelong Health
975,Whitaker House,3/10/09,Henry Wright,A More Excellent Way: Be in Health
976,"Little, Brown and Company",2/26/13,Mark Hyman MD,The Blood Sugar Solution Cookbook: More than 175 Ultra-Tasty Recipes for Total Health and Weight Loss
977,Baker Publishing Group,11/7/17,Dr. Caroline Leaf,"Switch On Your Brain Workbook: The Key to Peak Happiness, Thinking, and Health"
978,Elsevier Health Sciences,6/13/17,Betty L. Gahart,Gahart's 2018 Intravenous Medications: A Handbook for Nurses and Health Professionals / Edition 34
979,St. Martin's Press,4/28/09,Arthur Agatston,The South Beach Diet Supercharged: Faster Weight Loss and Better Health for Life
980,Random House Publishing Group,5/28/88,Barbara Ann Brennan,"Hands of Light: A Guide to Healing Through the Human Energy Field: A New Paradigm for the Human Being in Health, Relationship, and Disease (Bantam New Age Books)"
981,Penguin Publishing Group,10/10/17,Tero Isokauppila,Healing Mushrooms: A Practical and Culinary Guide to Using Mushrooms for Whole Body Health
982,St. Martin's Press,12/27/16,Belisa Vranich,"Breathe: The Simple, Revolutionary 14-Day Program to Improve Your Mental and Physical Health"
983,Balboa Press,8/16/13,Bryant A. Meyers,PEMF - The Fifth Element of Health: Learn Why Pulsed Electromagnetic Field (PEMF) Therapy Supercharges Your Health Like Nothing Else!
984,F. A. Davis Company,10/19/17,Mary C. Townsend,Psychiatric Mental Health Nursing: Concepts of Care in Evidence-Based Practice / Edition 9
985,Random House Publishing Group,12/30/08,Dean Ornish,"Spectrum: A Scientifically Proven Program to Feel Better, Live Longer, Lose Weight, and Gain Health"
986,Callisto Media,4/7/15,Karen Frazier,Hashimoto's Cookbook and Action Plan: 31 Days to Eliminate Toxins and Restore Thyroid Health Through Diet
987,Jones & Bartlett Learning,10/27/09,Donald Lighter,Advanced Performance Improvement In Health Care: Principles And Methods
988,West Academic,6/6/13,Barry R. Furrow,"Health Law: Cases, Materials and Problems, 7th / Edition 7"
989,American Health Information Management Association,7/1/16,Pamela K. Oachs,"Health Information Management: Concepts, Principles, and Practice / Edition 5"
990,CreateSpace Publishing,12/8/16,Pam Farley,"Essential Oil Diffuser Recipes: 100+ of the best aromatherapy blends for home, health, and family"
991,"Rodale Press, Inc.",10/25/16,Adam Campbell,"The Women's Health Big Book of Exercises: Four Weeks to a Leaner, Sexier, Healthier You!"
992,Grand Central Publishing,12/29/15,Lyn-Genet Recitas,The Plan Cookbook: More Than 150 Recipes for Vibrant Health and Weight Loss
993,"Rodale Press, Inc.",11/21/17,Editors of Prevention,Prevention Mediterranean Table: 100 Vibrant Recipes to Savor and Share for Lifelong Health
994,"Norton, W. W. & Company, Inc.",11/7/11,Carolyn Costin,8 Keys to Recovery from an Eating Disorder: Effective Strategies from Therapeutic Practice and Personal Experience
995,Elsevier Health Sciences,11/2/12,Gloria Leifer,Growth and Development Across the Lifespan: A Health Promotion Focus / Edition 2
996,CreateSpace Publishing,5/24/14,Brooke Goldner M.D.,Green Smoothie Recipes to Kick-Start Your Health and Healing: Based On the Best-Selling Book Goodbye Lupus
997,"Rodale Press, Inc.",9/13/16,William Davis,Wheat Belly Total Health: The Ultimate Grain-Free Health and Weight-Loss Life Plan
998,"Little, Brown and Company",5/20/14,Jo Robinson,Eating on the Wild Side: The Missing Link to Optimum Health
999,"SLACK, Incorporated",4/1/15,Nancy Lowenstein,Case Studies Through the Health Care Continuum: A Workbook for the Occupational Therapy Student / Edition 2
1000,St. Martin's Press,4/15/98,Joel Fuhrman,Fasting and Eating for Health: A Medical Doctor's Program for Conquering Disease
1001,Trafalgar Square,10/10/17,Susan Kauffmann,"The Essential Hoof Book: The Complete Modern Guide to Horse Feet - Anatomy, Care and Health, Disease Diagnosis and Treatment"
1002,Houghton Mifflin Harcourt,1/5/16,Kristina Carrillo-Bucaram,"The Fully Raw Diet: 21 Days to Better Health, with Meal and Exercise Plans, Tips, and 75 Recipes"
1003,Jones & Bartlett Learning,10/31/13,Mark Edberg,Essentials Of Health Behavior: Social And Behavioral Theory In Public Health / Edition 2
1004,HarperCollins Publishers,5/1/18,Amy Medling,Healing PCOS: A 21-Day Plan for Reclaiming Your Health and Life with Polycystic Ovary Syndrome
1005,American Academy of Pediatrics,3/1/17,Joseph F. Hagan,"Bright Futures: Guidelines Pocket Guide: Guidelines for Health Supervision of Infants, Children, and Adolescents"
1006,Callisto Media,6/21/16,Anne Kennedy,The Portable Essential Oils: A Pocket Reference of Everyday Remedies for Natural Health & Wellness
1007,Johns Hopkins University Press,10/16/16,Donald A. Barr,"Introduction to US Health Policy: The Organization, Financing, and Delivery of Health Care in America / Edition 4"
1008,"SLACK, Incorporated",4/1/16,Carol M. Davis,Patient Practitioner Interaction: An Experiential Manual for Developing the Art of Health Care / Edition 6
1009,Inner Traditions/Bear & Company,2/28/17,Carl Greer,Change the Story of Your Health: Using Shamanic and Jungian Techniques for Healing
1010,"Rodale Press, Inc.",3/15/16,Kristin Cavallari,"Balancing in Heels: My Journey to Health, Happiness, and Making it all Work"
1011,Elsevier Health Sciences,1/31/17,Ramona Nelson,Health Informatics: An Interprofessional Approach / Edition 2
1012,Storey Books,6/27/17,Brittany Wood Nickerson,"Recipes from the Herbalist's Kitchen: Delicious, Nourishing Food for Lifelong Health and Well-Being"
1013,Wiley,2/29/16,Howard Frumkin,Environmental Health: From Global to Local / Edition 3
1014,"BenBella Books, Inc.",12/5/17,T. Colin Campbell,"The China Study: Deluxe Revised and Expanded Edition: The Most Comprehensive Study of Nutrition Ever Conducted and Startling Implications for Diet, Weight Loss, and Long-Term Health"
1015,Johns Hopkins University Press,6/12/14,Donald E. Thomas Jr.,The Lupus Encyclopedia: A Comprehensive Guide for Patients and Families
1016,CreateSpace Publishing,2/26/13,Max Sidorov KN,"7 Steps to Health: Scientifically proven methods to help you stop, reverse, and even cure disease without the use of drugs, pills or surgery."
1017,Bull Publishing Company,7/16/12,Kate Lorig,"Living a Healthy Life with Chronic Conditions: Self-Management of Heart Disease, Arthritis, Diabetes, Depression, Asthma, Bronchitis, Emphysema and Other Physical and Mental Health Conditions"
1018,Arcas Publishing,12/1/14,Sonoma Press,"Essential Oils & Aromatherapy, An Introductory Guide: More Than 300 Recipes for Health, Home and Beauty"
1019,Johns Hopkins University Press,10/31/13,William J. Weiner,Parkinson's Disease: A Complete Guide for Patients and Families
1020,"Rodale Press, Inc.",11/10/15,William Davis,Wheat Belly: 10-Day Grain Detox: Reprogram Your Body for Rapid Weight Loss and Amazing Health
1021,Random House Publishing Group,6/1/10,Christiane Northrup,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing"
1022,University of California Press,9/18/13,Paul Farmer,Reimagining Global Health: An Introduction
1023,"Waveland Press, Inc.",4/1/11,Anne Nadakavukaren,Our Global Environment: A Health Perspective / Edition 7
1024,"Hesperian Foundation, The",12/28/15,David B. Werner,Where There Is No Doctor: A Village Health Care Handbook / Edition 1
1025,Pearson,9/24/12,Ellis Quinn Youngkin PhD,Women's Health: A Primary Care Clinical Guide / Edition 4
1026,"Hay House, Inc.",3/13/18,Aimee E. Raupp,"Body Belief: How to Heal Autoimmune Diseases, Radically Shift Your Health, and Learn to Love Your Body More"
1027,Sterling,1/4/11,Bharat B. Aggarwal,Healing Spices: How to Use 50 Everyday and Exotic Spices to Boost Health and Beat Disease
1028,McGraw-Hill Professional Publishing,1/2/08,McGraw-Hill Education,Glencoe Health: Student Activity Workbook / Edition 1
1029,"Bridge Publications, Inc.",11/1/07,L. Ron Hubbard,Dianetics: The Modern Science of Mental Health
1030,The Ruscio Institute LLC,2/6/18,Dr. Michael Ruscio,"Healthy Gut, Healthy You: The Personalized Plan to Transform Your Health from the Inside Out"
1031,"Sounds True, Incorporated",2/1/17,Acharya Shunya,"Ayurveda Lifestyle Wisdom: A Complete Prescription to Optimize Your Health, Prevent Disease, and Live with Vitality and Joy"
1032,Penguin Publishing Group,12/31/13,Barbara L. Fredrickson,Love 2.0: Finding Happiness and Health in Moments of Connection
1033,"Llewellyn Worldwide, LTD.",7/8/17,Monica Crosson,"Llewellyn's 2018 Herbal Almanac: Gardening, Cooking, Health, Crafts, Myth & Lore"
1034,Grand Central Publishing,6/1/03,F. Batmanghelidj,"Water for Health, for Healing, for Life: You're Not Sick, You're Thirsty!"
1035,Thirty Six Paws Press,11/30/17,Judy Morgan DVM,"Yin & Yang Nutrition for Dogs: Maximizing Health with Whole Foods, Not Drugs"
1036,Random House Publishing Group,5/19/09,Ellen J. Langer,Counterclockwise: Mindful Health and the Power of Possibility
1037,Potter/TenSpeed/Harmony,9/6/16,Rebecca Katz,"Clean Soups: Simple, Nourishing Recipes for Health and Vitality"
1038,Chronicle Books LLC,12/5/17,Jennifer Iserloh,The Healing Slow Cooker: Lower Stress * Improve Gut Health * Decrease Inflammation
1039,Sourcebooks,10/1/09,Shane Ellison,Over the Counter Natural Cures: Take Charge of Your Health in 30 Days with 10 Lifesaving Supplements for under $10
1040,HarperCollins Publishers,5/17/16,Drew Ramsey,"Eat Complete: The 21 Nutrients That Fuel Brainpower, Boost Weight Loss, and Transform Your Health"
1041,FaithWords,12/2/14,Joyce Meyer,"Good Health, Good Life: 12 Keys to Enjoying Physical and Spiritual Wellness"
1042,"Hay House, Inc.",6/15/11,Donna Gates,The Body Ecology Diet: Recovering Your Health and Rebuilding Your Immunity
1043,McGraw-Hill Higher Education,3/9/12,Stephen Barrett,Consumer Health: A Guide to Intelligent Decisions / Edition 9
1044,Potter/TenSpeed/Harmony,6/2/15,Megan Gilmore,"Everyday Detox: 100 Easy Recipes to Remove Toxins, Promote Gut Health, and Lose Weight Naturally"
1045,Turner Publishing Company,2/23/16,Mark Stengler,"Prescription for Natural Cures: A Self-Care Guide for Treating Health Problems with Natural Remedies Including Diet, Nutrition, Supplements, and Other Holistic Methods, Third Edition"
1046,"Workman Publishing Company, Inc.",12/27/16,Rebecca Scritchfield,Body Kindness: Transform Your Health from the Inside Out--and Never Say Diet Again
1047,Elsevier Health Sciences,9/14/17,Margaret Jordan Halter,Varcarolis' Foundations of Psychiatric-Mental Health Nursing: A Clinical Approach / Edition 8
1048,LWW,10/4/13,Adele Pillitteri,Maternal and Child Health Nursing: Care of the Childbearing and Childrearing Family / Edition 7
1049,Random House Publishing Group,11/29/05,Barton D. Schmitt,"Your Child's Health: The Parents' One-Stop Reference Guide to: Symptoms, Emergencies, Common Illnesses, Behavior Problems, and Healthy Development"
1050,Nursesbooks.org,11/28/14,American Nurses Association,Psychiatric-Mental Health Nursing: Scope and Standards of Practice / Edition 2
1051,Gurze Books,12/28/06,Karen R. Koenig,The Food and Feelings Workbook: A Full Course Meal on Emotional Health
1052,Knopf Doubleday Publishing Group,7/1/14,Daniel Lieberman,"The Story of the Human Body: Evolution, Health, and Disease"
1053,HarperCollins Publishers,7/28/09,Moshe Feldenkrais,"Awareness Through Movement: Easy-to-Do Health Exercises to Improve Your Posture, Vision, Imagination, and Personal Awareness"
1054,Touchstone,7/15/89,Daniel Reid,"The Tao of Health, Sex, and Longevity: A Modern Practical Guide to the Ancient Way"
1055,Elsevier Health Sciences,11/6/13,Robert Tisserand,Essential Oil Safety: A Guide for Health Care Professionals- / Edition 2
1056,Hardie Grant,8/1/17,Carla Oates,"The Beauty Chef: Delicious Food for Radiant Skin, Gut Health and Wellbeing"
1057,CreateSpace Publishing,4/5/14,Diane Sharpe,"The Everyday Mediterranean Diet Cookbook: 75 Mediterranean Diet Recipes for Hearty Health, Weight Loss, Renewed Vitality and Long Life"
1058,Springer London,12/31/13,Edward H. Shortliffe,Biomedical Informatics: Computer Applications in Health Care and Biomedicine / Edition 4
1059,"Primal Nutrition, Inc.",9/8/16,Elle Russ,"The Paleo Thyroid Solution: Stop Feeling Fat, Foggy, And Fatigued At The Hands Of Uninformed Doctors - Reclaim Your Health!"
1060,Jones & Bartlett Learning,2/13/08,Robert J. Bensley,Community Health Education Methods: A Practical Guide / Edition 3
1061,Potter/TenSpeed/Harmony,4/30/13,Mark Bittman,VB6: Eat Vegan Before 6:00 to Lose Weight and Restore Your Health . . . for Good
1062,F. A. Davis Company,11/21/16,Cathy Melfi Curtis,Psychiatric Mental Health Nursing Success: A Q&A Review Applying Critical Thinking to Test Taking / Edition 3
1063,Skyhorse Publishing,8/1/12,Jay Dicharry,"Anatomy for Runners: Unlocking Your Athletic Potential for Health, Speed, and Injury Prevention"
1064,"Rose, Robert Incorporated",4/2/13,Maitreyi Raman,"Healing Fatty Liver Disease: A Complete Health and Diet Guide, Including 100 Recipes"
1065,"Rodale Press, Inc.",12/26/17,Michael Roussell,Men's Health The MetaShred Diet: Your 28-Day Rapid Fat-Loss Plan. Simple. Effective. Amazing.
1066,HarperCollins Publishers,2/6/18,Ann Boroch,"The Candida Cure: The 90-Day Program to Balance Your Gut, Beat Candida, and Restore Vibrant Health"
1067,Potter/TenSpeed/Harmony,2/20/01,Deepak Chopra,Perfect Health: The Complete Mind/Body Guide
1068,"Health Communications, Incorporated",2/3/15,Raymond Francis,"The Great American Health Hoax: The Surprising Truth About How Modern Medicine Keeps You Sick-How to Choose a Healthier, Happier, and Disease-Free Life"
1069,HarperCollins Publishers,8/4/93,Pete Egoscue,The Egoscue Method of Health Through Motion: Revolutionary Program That Lets You Rediscover the Body's Power to Rejuvenate It
1070,"Llewellyn Worldwide, LTD.",11/8/15,Cyndi Dale,"Llewellyn's Complete Book of Chakras: Your Definitive Source of Energy Center Knowledge for Health, Happiness, and Spiritual Evolution"
1071,"BenBella Books, Inc.",10/24/17,Robin L. Smith,Cells Are the New Cure: The Cutting-Edge Medical Breakthroughs That Are Transforming Our Health
1072,F. A. Davis Company,6/5/15,Susan L. Ward,"Maternal-Child Nursing Care with Women's Health Companion 2e: Optimizing Outcomes for Mothers, Children, and Families / Edition 2"
1073,"Dylanna Publishing, Inc.",2/19/15,Julia Grady,"Vitamix Cookbook: Not Just Smoothies! Super Delicious, Super Easy Recipes for Health and Happiness"
1074,GMF Publishing,5/28/15,George Mateljan,"World's Healthiest Foods, 2nd Edition: The Force For Change To Health-Promoting Foods and New Nutrient-Rich Cooking"
1075,Picador,5/10/16,Lisa Miller,The Spiritual Child: The New Science on Parenting for Health and Lifelong Thriving
1076,Johns Hopkins University Press,2/11/14,Francis Mark Mondimore,Bipolar Disorder: A Guide for Patients and Families
1077,North Atlantic Books,12/1/15,Uwe Blesching,The Cannabis Health Index: Combining the Science of Medical Marijuana with Mindfulness Techniques To Heal 100 Chronic Symptoms and Diseases
1078,Wiley,1/21/14,Thomas K. Ross,Health Care Quality Management: Tools and Applications / Edition 1
1079,HarperCollins Publishers,2/27/18,Joseph Pizzorno,"The Toxin Solution: How Hidden Poisons in the Air, Water, Food, and Products We Use Are Destroying Our Health--AND WHAT WE CAN DO TO FIX IT"
1080,Fair Winds Press,1/15/16,Martina Slajerova,"The KetoDiet Cookbook: More Than 150 Delicious Low-Carb, High-Fat Recipes for Maximum Weight Loss and Improved Health -- Grain-Free, Sugar-Free, Starch-Free Recipes for your Low-Carb, Paleo, Primal, or Ketogenic Lifestyle"
1081,Grand Central Publishing,3/5/13,Neal D. Barnard,"21-Day Weight Loss Kickstart: Boost Metabolism, Lower Cholesterol, and Dramatically Improve Your Health"
1082,University of California Press,2/9/16,Lawrence O. Gostin,"Public Health Law: Power, Duty, Restraint / Edition 3"
